appointment_id,patient,prep_nurse,physician,start_time,end_time,examination_room
958,501-87-9127,125,26,7/18/2009,7/22/2009,I
959,859-82-7248,158,5,9/2/2016,9/4/2016,N
960,162-22-6158,118,61,4/11/1999,4/12/1999,V
961,513-72-4772,69,61,7/6/1999,7/13/1999,X
962,760-29-7067,148,96,10/31/2007,11/6/2007,N
963,171-16-9897,140,41,3/8/2004,3/15/2004,Y
964,542-32-1875,123,98,4/12/2004,4/15/2004,L
965,456-56-3812,164,3,11/13/2007,11/15/2007,Y
966,651-25-7990,5,58,2/28/1999,3/7/1999,U
967,155-40-7234,157,71,4/10/2007,4/17/2007,T
968,474-78-8536,152,50,2/3/2019,2/6/2019,N
969,482-08-5595,25,94,3/5/2011,3/10/2011,F
970,327-44-8312,77,32,9/16/2010,9/17/2010,M
971,498-66-8802,197,69,4/5/1999,4/10/1999,Q
972,579-06-4268,122,32,2/28/2017,3/4/2017,U
973,664-06-8692,181,60,8/8/2016,8/12/2016,J
974,500-84-0820,73,71,4/23/2010,4/25/2010,Z
975,290-93-2741,18,23,8/24/2018,9/1/2018,J
976,888-72-5570,179,30,6/17/1998,6/19/1998,E
977,730-67-6237,99,89,1/27/2009,2/2/2009,G
978,517-90-1570,151,37,9/24/2015,9/29/2015,R
979,431-42-8640,187,38,6/7/2008,6/10/2008,F
980,587-07-4206,120,64,1/6/2010,1/14/2010,R
981,759-11-3665,21,15,8/6/1998,8/14/1998,T
982,745-92-3426,48,27,7/27/2004,7/29/2004,U
983,720-95-5300,3,2,9/19/2009,9/24/2009,H
984,886-42-5159,191,64,6/26/2017,7/4/2017,X
985,202-64-3999,124,48,7/4/2008,7/12/2008,R
986,668-73-1191,8,22,1/15/2013,1/21/2013,Q
987,452-70-1330,69,65,1/1/2002,1/2/2002,P
988,599-47-0292,185,4,1/5/2007,1/10/2007,H
989,594-15-5497,114,33,12/8/2016,12/15/2016,I
990,259-27-9853,47,32,12/10/2006,12/12/2006,A
991,799-98-3060,152,37,5/26/2015,6/1/2015,J
992,367-39-8567,125,55,7/20/2013,7/25/2013,B
993,154-28-5398,3,84,2/11/2013,2/19/2013,H
994,135-74-8334,192,81,5/4/2003,5/8/2003,O
995,414-03-8620,69,13,8/31/2017,9/4/2017,B
996,422-74-7685,39,16,3/5/2021,3/13/2021,F
997,596-67-0694,93,98,12/5/2020,12/12/2020,G
998,533-82-0051,32,33,6/14/2009,6/22/2009,E
999,505-58-8306,135,42,5/16/2001,5/19/2001,N
1000,173-70-9342,133,51,11/2/2011,11/3/2011,R
