stay_id,patient,room,start_time,end_time
964.0,683-89-1128,128.0,3/4/2021,2021-03-10
965.0,313-46-3659,169.0,6/23/2021,2021-06-28
966.0,312-64-5541,966.0,4/17/2021,2021-04-18
967.0,877-06-8036,104.0,10/30/2021,2021-10-31
968.0,504-01-7248,160.0,8/8/2021,2021-08-11
969.0,248-84-4883,969.0,9/7/2021,2021-09-10
970.0,596-41-0484,970.0,8/17/2021,2021-08-25
971.0,780-46-3476,101.0,6/22/2021,2021-06-28
972.0,850-41-9102,240.0,11/27/2020,2020-12-05
973.0,847-83-3189,973.0,2/8/2021,2021-02-10
974.0,607-33-0647,61.0,9/12/2021,2021-09-14
975.0,293-04-2803,177.0,1/6/2021,2021-01-07
976.0,550-12-5084,976.0,12/3/2020,2020-12-07
977.0,301-06-4298,977.0,12/30/2020,2021-01-04
978.0,165-04-5356,978.0,2/12/2021,2021-02-19
979.0,476-88-8988,88.0,4/12/2021,2021-04-14
980.0,745-92-3426,230.0,4/9/2021,2021-04-11
981.0,617-18-2740,10.0,5/28/2021,2021-05-29
982.0,883-83-2677,982.0,3/27/2021,2021-04-02
983.0,155-20-4594,45.0,3/14/2021,2021-03-16
984.0,629-72-7485,244.0,1/27/2021,2021-01-30
985.0,693-48-8160,244.0,8/28/2021,2021-09-01
986.0,640-27-2002,204.0,1/20/2021,2021-01-26
987.0,172-24-5299,41.0,5/14/2021,2021-05-18
988.0,347-31-6000,988.0,4/13/2021,2021-04-14
989.0,501-87-9127,117.0,7/12/2021,2021-07-13
990.0,281-96-6813,990.0,2/19/2021,2021-02-25
991.0,546-58-3415,188.0,9/30/2021,2021-10-01
992.0,289-78-4238,992.0,7/17/2021,2021-07-22
993.0,340-13-6121,106.0,11/19/2021,2021-11-20
994.0,486-07-3554,5.0,2/9/2021,2021-02-13
995.0,829-21-8933,995.0,5/17/2021,2021-05-20
996.0,218-69-6802,996.0,6/4/2021,2021-06-07
997.0,215-01-8008,216.0,1/19/2021,2021-01-27
998.0,785-25-8427,998.0,3/11/2021,2021-03-16
999.0,364-50-8938,172.0,8/31/2021,2021-09-08
1000.0,363-83-7603,105.0,2/20/2021,2021-02-23
,,230.0,,
